property_name,property_type,society,sector,price,pricepersqft,area,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,nearbyLocations,description,rating,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,Water Purifier,Chimney,Fridge,Washing Machine,Geyser,Dining Table,AC,Modular Kitchen,Fan,Light,Sofa,Bed,Microwave,Exhaust Fan,TV,Wardrobe,Stove,Curtains,furnish_type,luxury_score,area_room_ratio,latitude,longitude
3 BHK Flat in Puppalaguda,flat,My Home Avatar4.4 ★,puppalaguda,2.25,13235.29411764706,1700.0,Carpet area: 1700 (157.94 sq.m.),3.0,3.0,1,"Puppalaguda, Hyderabad, Hyderabad",23.0,East,Relatively New,12.0,"It is a corner 3bhk east facing flat geted community prim location nearby outar ring road all amenities
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Connectivity4.1 out of 5', 'Management4.3 out of 5', 'Amenities4.4 out of 5', 'Green Area4.4 out of 5', 'Construction4.5 out of 5']",,,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,51.0,566.6666666666666,17.3982,78.3749
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,2.08,10171.14914425428,2045.0,Super Built up area 2045(189.99 sq.m.),3.0,3.0,1,"Kondapur, Hyderabad, Hyderabad",4.0,East,Relatively New,4.0,"Situated in kondapur, hyderabad, manbhum around the grove is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in hyderabad is your opportunity to be a part of this community. The flat occupies a super built up area of 2045 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 1 balcony. This flat is situated on the 4th floor of this 10 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",2045.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,681.6666666666666,17.4699,78.3578
4 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,3.04,9967.2131147541,3050.0,Carpet area: 3050 (283.35 sq.m.),4.0,4.0,2,"Kondapur, Hyderabad, Hyderabad",10.0,West,Relatively New,4.0,"This lovely 4 bhk apartment/flat in kondapur is available for sale in one of hyderabad's most popular projects, manbhum around the grove. Constructed on a carpet area of 3050 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and 2 balconies. The residential building has 10 floors in total and the flat for sale is located on the top floor. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,3050.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,762.5,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,1.91,10197.544046983448,1873.0,Super Built up area 1870(173.73 sq.m.),3.0,3.0,1,"Kondapur, Hyderabad, Hyderabad",7.0,East,Relatively New,4.0,"Located in the popular residential address of kondapur, hyderabad, manbhum around the grove is one of the most preferred destination for apartments in hyderabad. This 3 bhk flat is your ticket to be a part of this community. The flat is over 1870 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. This flat lies on the 7th level of a 10 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",1870.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,624.3333333333334,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,2.3,10043.668122270745,2290.0,Super Built up area 2290(212.75 sq.m.),3.0,3.0,2,"Kondapur, Hyderabad, Hyderabad",2.0,West,Relatively New,4.0,"Located in the popular residential address of kondapur, hyderabad, manbhum around the grove is one of the most preferred destination for apartments in hyderabad. This 3 bhk flat is your ticket to be a part of this community. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 2290 sq.Ft. The flat has a total of 10 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 1-5 years old.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",2290.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,49.0,763.3333333333334,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,2.3,10000.0,2300.0,Super Built up area 2300(213.68 sq.m.),3.0,3.0,2,"Kondapur, Hyderabad, Hyderabad",10.0,East,Relatively New,4.0,"This lovely 3 bhk apartment/flat in kondapur is available for sale in one of hyderabad's most popular projects, manbhum around the grove. Constructed on a super built up area of 2300 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the top level of a 10 storey building. This is a ready to move project and the property is 1-5 years old.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",2300.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,766.6666666666666,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,2.15,9429.82456140351,2280.0,Carpet area: 2280 (211.82 sq.m.),3.0,3.0,1,"Kondapur, Hyderabad, Hyderabad",9.0,East,Relatively New,4.0,"It is a 3 bhk flat in a gated community with all amenities and it is a brand new property
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,2280.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,760.0,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Sree Thirumala Tranquil Towers,kondapur,1.95,7300.636465743168,2671.0,Carpet area: 2671 (248.14 sq.m.),3.0,3.0,3,"Kondapur, Hyderabad, Hyderabad",12.0,West,Moderately Old,49.0,"It is 3 bhk flat in gated community with all amenities like car parking, children play area ,and it is a brand new property
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,2671.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,21.0,890.3333333333334,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Sree Thirumala Tranquil Towers,kondapur,2.5,8448.80027036161,2959.0,Carpet area: 2959 (274.9 sq.m.),3.0,3.0,2,"Kondapur, Hyderabad, Hyderabad",9.0,East,Relatively New,41.0,"This 3 bhk apartment is available for sale in sree thirumala tranquil towers, one of the most prominent projects for flats in kondapur, hyderabad. The flat is over 2959 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 9th level of a 14 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,2959.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,58.0,986.3333333333334,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,2.45,11212.814645308925,2185.0,Super Built up area 2185(202.99 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,1,"Kondapur, Hyderabad, Hyderabad",3.0,East,Relatively New,4.0,"It is a 3bhk flat with west facing. In a gated community with all amenities and it is in prime location.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",2185.0,,1900.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,51.0,728.3333333333334,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,2.25,10297.482837528603,2185.0,Carpet area: 2185 (202.99 sq.m.),3.0,3.0,1,"Kondapur, Hyderabad, Hyderabad",2.0,West,Relatively New,4.0,"It is a 3bhk brand new property semi furnished prime location geted community
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,2185.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,22.0,728.3333333333334,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,1.9,10160.42780748663,1870.0,Carpet area: 1870 (173.73 sq.m.),3.0,3.0,1,"Kondapur, Hyderabad, Hyderabad",7.0,West,Relatively New,4.0,"It is a 3bhk un furnished flat corner east facing geted community prim location
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,1870.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,623.3333333333334,17.4699,78.3578
3 BHK Flat in Kondapur,flat,Manbhum Around The Grove,kondapur,2.35,10217.391304347826,2300.0,Carpet area: 2300 (213.68 sq.m.),3.0,3.0,1,"Kondapur, Hyderabad, Hyderabad",10.0,East,Relatively New,4.0,"It is a geted community 3bhk flat natural park all aminitis east facing
 Additional details :The apartment has borings water supply.
Partial power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,2300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,766.6666666666666,17.4699,78.3578
4 BHK Flat in Whitefield,flat,Manbhum Around The Grove,kondapur,2.86,10000.0,2860.0,Carpet area: 2860 (265.7 sq.m.),4.0,5.0,2,"Whitefield, Hyderabad, Hyderabad",2.0,West,New Property,4.0,"This beautiful 4 bhk flat in whitefield, hyderabad is situated in manbhum around the grove, one of the popular residential society in hyderabad. The floor plan additionally contains 4 bedroom(s), 5 bathrooms and 2 balconies. All in all, the flat is spread over a carpet area of 2860 sq.Ft. The property is located on the 2nd floor of a 10 floors tall building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property.","['Environment4 out of 5', 'Safety3.9 out of 5', 'Connectivity4.1 out of 5', 'Lifestyle4.3 out of 5']",,,2860.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,715.0,17.4699,78.3578
2 BHK Flat in Kondapur,flat,kondapur,kondapur,1.1,7942.2382671480145,1385.0,Carpet area: 1385 (128.67 sq.m.),2.0,2.0,1,"Kondapur, Hyderabad, Hyderabad",6.0,East,New Property,50.0,"This beautiful 2 bhk flat in kondapur, hyderabad is situated in kondapur, one of the popular residential society in hyderabad. Constructed on a carpet area of 1385 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 12 floors and this property is situated on 6th floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,692.5,17.4699,78.3578
2 BHK Flat in Kondapur,flat,on requiest,kondapur,0.86,7818.181818181818,1100.0,Carpet area: 1106 (102.75 sq.m.),2.0,2.0,1,"Kondapur, Hyderabad, Hyderabad",2.0,North-East,Relatively New,49.0,"This lovely 2 bhk apartment/flat in kondapur is available for sale in one of hyderabad's most popular projects, on requiest. The flat occupies a carpet area of 1106 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The residential building has 5 floors in total and the flat for sale is located on the 2nd floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,17.4699,78.3578
2 BHK Flat in Kondapur,flat,on request,kondapur,0.86,7782.805429864254,1105.0,Carpet area: 1105 (102.66 sq.m.),2.0,2.0,1,"Kondapur, Hyderabad, Hyderabad",1.0,East,Relatively New,49.0,"Situated in kondapur, hyderabad, on request is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in hyderabad is your opportunity to be a part of this community. The flat occupies a carpet area of 1105 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 1st floor of a 12 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",,,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.5,17.4699,78.3578
2 BHK Flat in Miyapur,flat,Lakshmis Emperia,miyapur,0.94,6787.003610108303,1385.0,Carpet area: 1385 (128.67 sq.m.),2.0,2.0,1,"Miyapur, Hyderabad, Hyderabad",4.0,North-East,Relatively New,11.0,"This beautiful 2 bhk flat in miyapur, hyderabad is situated in lakshmis emperia, one of the popular residential society in hyderabad. The flat occupies a carpet area of 1385 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The residential building has 10 floors in total and the flat for sale is located on the 4th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['Environment4.1 out of 5', 'Safety4.1 out of 5', 'Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5']",,,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,692.5,17.5169,78.3428
3 BHK Flat in Puppalaguda,flat,EIPL Corner Stone,puppalaguda,1.64,6996.587030716722,2344.0,Super Built up area 2350(218.32 sq.m.),3.0,2.0,2,"Puppalaguda, Hyderabad, Hyderabad",8.0,East,Relatively New,12.0,"Land lord shares flats for sale
Located in the popular residential address of puppalaguda, hyderabad, eipl corner stone is one of the most preferred destination for apartments in hyderabad. This 3 bhk flat is your ticket to be a part of this community. The flat is over 2350 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 14 floors in total and the flat for sale is located on the 8th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :Full power backup is available.
The society has dedicated security guards for every tower.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity4 out of 5', 'Lifestyle3.9 out of 5']",2350.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,781.3333333333334,17.3982,78.3749
3 BHK Flat in Puppalaguda,flat,EIPL Corner Stone,puppalaguda,1.48,7047.619047619048,2100.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1905 sq.ft. (176.98 sq.m.),3.0,3.0,1,"Puppalaguda, Hyderabad, Hyderabad",5.0,East,Relatively New,12.0,"Eipl corner stone
Puppalaguda at narsingh Only landlord shere flatsLocation puppalaguda main road facing project Approvals hmda and reraType gated community apartment Area 10 acres  Total 10 towers Facings are north and east and west Sizes
3bhk 2000 sft to 2365 sftPricing 7000 per sftAmenities 6lakhs single car parking Gst 5 only for white amount Possession june 2024Payment loan or self-Funding.Loans available on all reputed banksAmenities
 Entire project is 100percent vaasthu
 More than 40percent open space
 Splendid main entrance
 Clubhouse 
 Children's play area
 Excellent landscaping
 Underground drainage and cabling system for power, telephone and tv and internet
 Modern street lighting
 Rain water harvesting
 Individual investor backup for each unit with wiring
 24 hours security single point entry and exit with guard room at main entry and exit
 Cc roads with surface drains along with landscaping
 A modern air conditioned gymnasium
 Swimming pool
 Multi purpose hall for events
 Children recreation and toddlers park
 Banquet hall and conference
 Indoor games
 Women meeting hall
 Additional details :Full power backup is available.
The society has dedicated security guards for every tower.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity4 out of 5', 'Lifestyle3.9 out of 5']",2100.0,,1905.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,700.0,17.3982,78.3749
3 BHK Flat in Puppalaguda,flat,EIPL Corner Stone,puppalaguda,1.64,6999.573196756294,2343.0,Super Built up area 2350(218.32 sq.m.),3.0,2.0,2,"Puppalaguda, Hyderabad, Hyderabad",9.0,East,Relatively New,12.0,"Land lord shares flats for sale
Situated in puppalaguda, hyderabad, eipl corner stone is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in hyderabad is your opportunity to be a part of this community. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 2350 sq.Ft. The property is located on the 9th floor of a 14 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :Full power backup is available.
The society has dedicated security guards for every tower.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity4 out of 5', 'Lifestyle3.9 out of 5']",2350.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,781.0,17.3982,78.3749
3 BHK Flat in Puppalaguda,flat,EIPL Corner Stone,puppalaguda,1.55,6997.742663656885,2215.0,Super Built up area 2215(205.78 sq.m.),3.0,2.0,2,"Puppalaguda, Hyderabad, Hyderabad",12.0,East,Relatively New,12.0,"Land lord shares flats for sale
Check out this 3 bhk apartment for sale in eipl corner stone, a popular residential project that houses in-Demand flats in puppalaguda, hyderabad. The flat is over 2215 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 14 floors and this property is situated on 12th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :Full power backup is available.
The society has dedicated security guards for every tower.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity4 out of 5', 'Lifestyle3.9 out of 5']",2215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,738.3333333333334,17.3982,78.3749
3 BHK Flat in Puppalaguda,flat,EIPL Corner Stone,puppalaguda,1.56,6638.297872340426,2350.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1998 sq.ft. (185.62 sq.m.),3.0,2.0,1,"Puppalaguda, Hyderabad, Hyderabad",4.0,East,Relatively New,12.0,"Eipl corner stone
Puppalaguda at narsingh Only landlord shere flatsLocation puppalaguda main road facing project Approvals hmda and reraType gated community apartment Area 10 acres  Total 10 towers Facings are north and east and west Sizes
3bhk 2000 sft to 2365 sftPricing 7000 per sftAmenities 6lakhs single car parking Gst 5 only for white amount Possession june 2024Payment loan or self-Funding.Loans available on all reputed banksAmenities
 Entire project is 100percent vaasthu
 More than 40percent open space
 Splendid main entrance
 Clubhouse 
 Children's play area
 Excellent landscaping
 Underground drainage and cabling system for power, telephone and tv and internet
 Modern street lighting
 Rain water harvesting
 Individual investor backup for each unit with wiring
 24 hours security single point entry and exit with guard room at main entry and exit
 Cc roads with surface drains along with landscaping
 A modern air conditioned gymnasium
 Swimming pool
 Multi purpose hall for events
 Children recreation and toddlers park
 Banquet hall and conference
 Indoor games
 Women meeting hall
 Additional details :Full power backup is available.
The society has dedicated security guards for every tower.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity4 out of 5', 'Lifestyle3.9 out of 5']",2350.0,,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,783.3333333333334,17.3982,78.3749
3 BHK Flat in Puppalaguda,flat,EIPL Corner Stone,puppalaguda,1.52,6998.158379373849,2172.0,Super Built up area 2170(201.6 sq.m.),3.0,3.0,2,"Puppalaguda, Hyderabad, Hyderabad",6.0,West,Relatively New,12.0,"Land lord shares flats for saleThis 3 bhk flat is located in eipl corner stone, which houses some of the most spacious flats in puppalaguda, hyderabad. The flat is east-Facing. The flat is over 2170 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat is situated on the 6th floor of this 14 floors tall residential building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The beautifully designed vitrified flooring enhances the beauty of the flat. All the modern amenities such as maintenance staff, visitor parking, park and lift(s) will make life easier for you. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
The society has dedicated security guards for every tower.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity4 out of 5', 'Lifestyle3.9 out of 5']",2170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,724.0,17.3982,78.3749
3 BHK Flat in Puppalaguda,flat,EIPL Corner Stone,puppalaguda,1.45,6998.069498069498,2072.0,Super Built up area 2065(191.84 sq.m.),3.0,2.0,2,"Puppalaguda, Hyderabad, Hyderabad",8.0,West,Relatively New,12.0,"Land shares flats for sale
This 3 bhk apartment is available for sale in eipl corner stone, one of the most prominent projects for flats in puppalaguda, hyderabad. The flat occupies a super built up area of 2065 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 14 floors and this property is situated on 8th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.
 Additional details :The apartment has borings water supply.
Partial power backup is available.
The society has dedicated security guards for every tower.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity4 out of 5', 'Lifestyle3.9 out of 5']",2065.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,690.6666666666666,17.3982,78.3749
3 BHK Flat in Puppalaguda,flat,EIPL Corner Stone,puppalaguda,1.55,6997.742663656885,2215.0,Super Built up area 2215(205.78 sq.m.),3.0,2.0,2,"Puppalaguda, Hyderabad, Hyderabad",9.0,South-West,Relatively New,12.0,"Land shares flats for saleEipl corner stone is one of hyderabad's most sought after destination for apartments and this 3 bhk flat in puppalaguda is your opportunity to be a part of this community. Constructed on a super built up area of 2215 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 9th level of a 14 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property.
 Additional details :The apartment has borings water supply.
No power backup is available.
The society has dedicated security guards for every tower.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity4 out of 5', 'Lifestyle3.9 out of 5']",2215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,738.3333333333334,17.3982,78.3749
